baseMean;log2FoldChange.x;lfcSE;pvalue;padj.x;gene_id;State;ensgene;majZGA
0,005059884;-0,160417979;0,998878636;0,926093391;NA;Gm8077;;NA;NA
0,151057723;0,002814233;0,954046121;0,955300336;NA;Gm8079;;NA;NA
0;NA;NA;NA;NA;Gm8080;;NA;NA
0,054610584;0,108877254;0,972952683;0,886009843;NA;Gm8082;;NA;NA
0,019346032;0,08535819;0,973596724;0,906673853;NA;Gm8083;;NA;NA
0;NA;NA;NA;NA;Gm8084;;NA;NA
0,991582774;0,603071558;0,757733432;0,258564061;0,32063748;Gm8087;;NA;NA
0,010252869;0,182858468;1,009545711;0,892897488;NA;Gm8089;;NA;NA
0,420549605;-0,504004536;0,720120032;0,436711959;0,503978411;Gm8091;;NA;NA
0,502170288;-0,554238062;0,868243629;0,439677218;0,506714805;Gm8093;;NA;NA
2,555897316;-0,025694433;0,517653776;0,954547518;0,964315948;Gm8094;;NA;NA
0,079734438;-0,309499063;1,044031223;0,972398225;NA;Gm8096;;NA;NA
0,125598888;0,449137814;1,115842634;0,710394182;NA;Gm8097;;NA;NA
0,208012068;-0,024318301;0,894215439;0,924697494;NA;Gm8099;;NA;NA
0,026102536;-0,042825628;0,961300748;0,920521655;NA;Gm8100;;NA;NA
0,419772552;3,143605329;2,144188277;0,134530385;0,179936858;Gm8101;;NA;NA
2,595296425;1,09106334;0,498339066;0,011934487;0,019622104;Gm8104;UP;NA;NA
0,023556853;-0,292431631;1,041350406;0,953857845;NA;Gm8106;;NA;NA
0;NA;NA;NA;NA;Gm8107;;NA;NA
1,994837699;0,01145016;0,686306609;0,981122618;0,985281288;Gm8108;;NA;NA
0,038506727;0,081841613;0,968975305;0,910821394;NA;Gm8109;;NA;NA
0;NA;NA;NA;NA;Gm8111;;NA;NA
0,03424887;0,150186046;0,989432189;0,895874343;NA;Gm8112;;NA;NA
38,29832503;-2,158874289;0,247231794;6,02E-19;3,39E-18;Gm8113;DOWN;NA;NA
0;NA;NA;NA;NA;Gm8114;;NA;NA
0,167620583;-0,564091299;0,770479865;0,888249366;NA;Gm8115;;NA;NA
122,7057678;0,886436442;0,209561882;1,41E-05;3,32E-05;Gm8116;UP;NA;NA
1,597025672;1,332948114;0,785683654;0,023130922;0,036183747;Gm8118;UP;NA;NA
0,120914778;-0,063721576;0,946066544;0,985446442;NA;Gm8121;;NA;NA
0,746214211;-1,9194254;1,153569028;0,032718759;0,04979033;Gm8122;DOWN;NA;NA
0,084930098;0,138775313;0,93772493;0,873074115;NA;Gm8125;;NA;NA
1,424314465;-0,854833181;0,664831899;0,106211529;0,145512146;Gm8126;;NA;NA
0,264707087;-0,345866878;0,9170858;0,782097465;NA;Gm8127;;NA;NA
0,85854581;0,91876529;0,660911501;0,074684181;0,106045868;Gm8128;;NA;NA
0,398248292;0,338240726;0,780394903;0,506779708;0,571762124;Gm8129;;NA;NA
7,872396596;-1,371632797;0,425297496;0,000467958;0,000940814;Gm8130;DOWN;NA;NA
0;NA;NA;NA;NA;Gm8131;;NA;NA
0,040462446;-0,009309793;0,957814848;0,924809879;NA;Gm8132;;NA;NA
0,43358832;-0,680493092;0,71070691;0,313955291;0,379462004;Gm8134;;NA;NA
0,115631798;-0,321389209;0,969878661;0,936547794;NA;Gm8137;;NA;NA
0,173991351;-0,208074936;0,837474845;0,9192505;NA;Gm8138;;NA;NA
0,025336356;0,006750984;0,961209885;0,92056843;NA;Gm8139;;NA;NA
0,169235932;-0,554082399;0,802332419;0,894681328;NA;Gm8141;;NA;NA
0;NA;NA;NA;NA;Gm8143;;NA;NA
0,114897093;0,412771069;1,00589163;0,724187771;NA;Gm8145;;NA;NA
2,529334589;0,481838548;0,277940054;0,071063835;0,101357468;Gm8146;;NA;NA
17,57706927;1,56713138;0,300649713;4,89E-08;1,43E-07;Gm815;UP;NA;non_ZGA
0;NA;NA;NA;NA;Gm8151;;NA;NA
0,318568369;0,124851734;0,692860076;0,803063495;0,839768668;Gm8152;;NA;NA
0,713627357;-3,355885463;1,348608127;0,023114339;0,036169545;Gm8153;DOWN;NA;NA
0,022660674;-0,295090422;1,042410561;0,967763225;NA;Gm8155;;NA;NA
0,028331422;0,012435797;0,96152287;0,920518521;NA;Gm8157;;NA;NA
0,03424887;0,150186046;0,989432189;0,895874343;NA;Gm8158;;NA;NA
0,523603481;0,1870607;0,74834072;0,79339725;0,831600233;Gm8159;;NA;NA
0;NA;NA;NA;NA;Gm8161;;NA;NA
4,53249091;1,41664115;0,491005541;0,00112986;0,002167717;Gm8162;UP;NA;NA
0,015518168;-0,0845301;0,968270649;0,930270711;NA;Gm8163;;NA;NA
0;NA;NA;NA;NA;Gm8164;;NA;NA
1,131566903;0,040240179;0,596483012;0,933087058;0,947168206;Gm8165;;NA;NA
0,020606508;0,020419328;0,968701101;0,91655513;NA;Gm8167;;NA;NA
0,117877722;-0,039634445;0,933577077;0,934183715;NA;Gm8168;;NA;NA
1,690470109;-1,953239573;0,735020693;0,001392162;0,002637734;Gm8170;DOWN;NA;NA
0;NA;NA;NA;NA;Gm8171;;NA;NA
0,316179265;-0,555584297;0,905126357;0,553136471;0,616836409;Gm8172;;NA;NA
0,025396971;-0,302429413;1,04633262;0,967763225;NA;Gm8173;;NA;NA
0,145616275;0,353896729;1,035652658;0,698473821;NA;Gm8174;;NA;NA
0,052640752;-0,091596282;0,95825278;0,960232764;NA;Gm8176;;NA;NA
0,223868339;0,505983278;0,950830458;0,702221249;NA;Gm8177;;NA;NA
0,067066723;-0,336058578;1,041999755;0,969078521;NA;Gm8178;;NA;NA
0,038072656;0,008618159;0,959877128;0,910899343;NA;Gm8180;;NA;NA
4,609184582;-2,354262204;0,389056968;2,59E-10;8,89E-10;Gm8181;DOWN;NA;NA
4,4292673;-2,282463054;0,516892173;1,81E-06;4,64E-06;Gm8182;DOWN;NA;NA
0;NA;NA;NA;NA;Gm8183;;NA;NA
0;NA;NA;NA;NA;Gm8184;;NA;NA
0,025589295;-0,098207469;0,968480151;0,944286821;NA;Gm8185;;NA;NA
202,4388762;-0,230047413;0,099110794;0,019545047;0,031013472;Gm8186;DOWN;NA;NA
0,908504664;-1,26632414;0,492168707;0,004551252;0,00801043;Gm8188;DOWN;NA;NA
15,4708022;0,970965598;0,186042669;1,06E-07;3,02E-07;Gm8189;UP;NA;NA
0,045801543;0,166194812;0,994499979;0,878114407;NA;Gm8190;;NA;NA
0,012282985;-0,237045394;1,017931906;0,939966497;NA;Gm8192;;NA;NA
0,01010101;0,163560375;1,005131394;0,902562873;NA;Gm8194;;NA;NA
0,049929615;-0,264909067;1,014644772;0,891945527;NA;Gm8197;;NA;NA
0,85279145;0,353621876;0,44298162;0,371838109;0,439506874;Gm8199;;NA;NA
0,006422953;0,147658651;1,00138476;0,902562873;NA;Gm8200;;NA;NA
0,615291073;6,802585479;3,212962216;0,060424136;0,087445627;Gm8202;;NA;NA
834,263445;-0,068090127;0,181504352;0,703285538;0,753348615;Gm8203;;NA;NA
0,031574091;-0,31784101;1,055016342;0,967763225;NA;Gm8204;;NA;NA
0,010703245;0,184467935;1,010065925;0,892897488;NA;Gm8206;;NA;NA
0;NA;NA;NA;NA;Gm8207;;NA;NA
2,632909815;1,157998903;0,399999144;0,00157979;0,00297237;Gm8209;UP;NA;NA
18,17176312;-0,441854768;0,384625102;0,214767685;0,272783617;Gm8210;;NA;NA
0,279207095;0,109777597;0,857291536;0,762717954;NA;Gm8212;;NA;NA
2,797489344;3,411060457;0,604386546;1,58E-09;5,14E-09;Gm8213;UP;NA;NA
0,0353822;-0,071173155;0,961763135;0,93417409;NA;Gm8214;;NA;NA
0,569677592;-2,711341663;0,652048959;8,85E-05;0,000192925;Gm8215;DOWN;NA;NA
0,043503641;0,157030306;0,991353594;0,887358173;NA;Gm8216;;NA;NA
0,015205191;0,17775822;1,009173913;0,902562873;NA;Gm8217;;NA;NA
0,034371365;0,065822351;0,966055942;0,910714546;NA;Gm8219;;NA;NA
0,770693885;0,784723202;0,667200594;0,154657791;0,203742004;Gm8220;;NA;NA
10,74208945;2,017334083;0,387299362;3,47E-08;1,02E-07;Gm8221;UP;NA;NA
0,048357686;-0,012959788;0,954080604;0,911875312;NA;Gm8222;;NA;NA
0;NA;NA;NA;NA;Gm8224;;NA;NA
0,133127925;1,290494294;1,431715677;0,483930612;NA;Gm8225;;NA;NA
1,475559597;-0,264693482;0,644560653;0,59626535;0,656960991;Gm8226;;NA;NA
0;NA;NA;NA;NA;Gm8227;;NA;NA
0,070849577;-0,277427854;0,936732316;0,974618911;NA;Gm8228;;NA;NA
0,334347258;-0,843793769;1,173668966;0,378377028;0,446084553;Gm8229;;NA;NA
0,128226104;0,174424991;0,886153056;0,836828336;NA;Gm8231;;NA;NA
0,040546944;0,008110215;0,959851173;0,910854097;NA;Gm8232;;NA;NA
0,101380095;-0,16506873;0,974883806;0,973831477;NA;Gm8233;;NA;NA
0,241978363;-0,679909309;0,897968901;0,549329132;NA;Gm8234;;NA;NA
0;NA;NA;NA;NA;Gm8237;;NA;NA
0,080615029;0,051076464;0,909395127;0,854592687;NA;Gm8238;;NA;NA
0,010483844;0,164862367;1,005474572;0,902562873;NA;Gm8241;;NA;NA
0,711056615;-0,261985463;0,685257073;0,423377663;0,490768247;Gm8242;;NA;NA
0;NA;NA;NA;NA;Gm8244;;NA;NA
0,007726726;0,15415279;1,002815893;0,902562873;NA;Gm8245;;NA;NA
0,04067081;0,060864302;0,964581241;0,90121802;NA;Gm8246;;NA;NA
0,315789684;-0,34463062;0,777202225;0,709843741;0,758810753;Gm8247;;NA;NA
0,039711765;-0,340409252;1,068798837;0,976681197;NA;Gm8249;;NA;NA
0,238090986;0,18713979;0,940389763;0,826614067;NA;Gm8250;;NA;NA
6,901566259;-2,712090968;0,733160009;2,97E-05;6,78E-05;Gm8251;DOWN;NA;NA
0,039045844;-0,117244365;0,966951511;0,962480284;NA;Gm8253;;NA;NA
0,035930979;0,117272554;0,979022493;0,887343675;NA;Gm8254;;NA;NA
0,332292372;-0,572028443;0,768157886;0,491315821;0,557281092;Gm8255;;NA;NA
0,955148226;-0,087508208;0,46461384;0,83149647;0,863403907;Gm8256;;NA;NA
19,32019724;0,388814462;0,16230177;0,01516182;0,024499506;Gm8257;UP;NA;NA
0,817464088;-1,394872129;0,98760034;0,035614773;0,053862955;Gm8258;;NA;NA
0;NA;NA;NA;NA;Gm826;;NA;non_ZGA
0,02935458;0,053776761;0,964313507;0,910767583;NA;Gm8260;;NA;NA
0;NA;NA;NA;NA;Gm8261;;NA;NA
0,027762114;0,234169761;1,030065391;0,87312877;NA;Gm8264;;NA;NA
0,016288953;0,2023635;1,016357254;0,892897488;NA;Gm8265;;NA;NA
0;NA;NA;NA;NA;Gm8266;;NA;NA
1,427465489;0,93360374;0,423261807;0,014211583;0,023060162;Gm8267;UP;NA;non_ZGA
0;NA;NA;NA;NA;Gm8268;;NA;NA
0;NA;NA;NA;NA;Gm8271;;NA;NA
0,041543557;-0,221677565;0,999903972;0,9856596;NA;Gm8274;;NA;NA
0;NA;NA;NA;NA;Gm8275;;NA;NA
0,820432824;-0,41547469;0,476867054;0,315852671;0,381539005;Gm8276;;NA;NA
0,107339838;-0,762450966;1,013219015;0,863270199;NA;Gm8277;;NA;NA
0;NA;NA;NA;NA;Gm8278;;NA;NA
0,079720461;0,272167149;1,052440043;0,806791255;NA;Gm8279;;NA;NA
0,084025838;-0,012525787;0,955507166;0,942804092;NA;Gm8281;;NA;NA
0,060439824;-0,052044658;0,957118941;0,92890325;NA;Gm8282;;NA;NA
0;NA;NA;NA;NA;Gm8285;;NA;NA
0,251928627;-1,147877892;0,754392411;0,287250765;NA;Gm8288;;NA;NA
0;NA;NA;NA;NA;Gm8289;;NA;NA
0,695166812;-2,119757002;1,209206301;0,030681292;0,046893927;Gm8290;DOWN;NA;NA
0;NA;NA;NA;NA;Gm8291;;NA;NA
0,256628242;-0,832655331;0,749832905;0,4494784;NA;Gm8292;;NA;NA
0,007876904;0,154829554;1,002972876;0,902562873;NA;Gm8296;;NA;NA
0,364109962;0,202577637;0,793356963;0,742318756;0,78728987;Gm8297;;NA;NA
0,237346038;0,298890254;0,887633077;0,627205684;NA;Gm8302;;NA;NA
0;NA;NA;NA;NA;Gm8303;;NA;NA
0,46096459;3,592486214;1,581810243;0,047623925;0,070319572;Gm8304;;NA;NA
0;NA;NA;NA;NA;Gm8305;;NA;NA
1,449145546;0,704768205;1,008113988;0,179311156;0,232527628;Gm8307;;NA;NA
0;NA;NA;NA;NA;Gm8309;;NA;NA
0,095178959;-0,390585472;1,106546226;0,865232607;NA;Gm8310;;NA;NA
0,009381405;0,160969857;1,00446508;0,902562873;NA;Gm8312;;NA;NA
0,083986439;0,34916232;1,00655443;0,776523482;NA;Gm8314;;NA;NA
0,024932951;0,055930064;0,968777774;0,906667237;NA;Gm8317;;NA;NA
0,061255224;0,181166829;0,930026576;0,818571182;NA;Gm8318;;NA;NA
0,616002733;0,651745172;0,757607395;0,265856094;0,328457587;Gm8319;;NA;NA
0;NA;NA;NA;NA;Gm8320;;NA;NA
0,035521095;0,056094072;0,964513872;0,910937433;NA;Gm8321;;NA;NA
0;NA;NA;NA;NA;Gm8323;;NA;NA
0;NA;NA;NA;NA;Gm8324;;NA;NA
0,129015073;-0,19118804;0,943065512;0,941652021;NA;Gm8325;;NA;NA
0,162608838;-0,304203978;0,721105521;0,966640899;NA;Gm8326;;NA;NA
0,054153078;0,00132163;0,956606095;0,929057166;NA;Gm8328;;NA;NA
0,041713566;0,133673615;0,983646245;0,887230957;NA;Gm8330;;NA;NA
0;NA;NA;NA;NA;Gm8331;;NA;NA
26,58513836;2,876989494;0,433277655;2,74E-12;1,07E-11;Gm8334;UP;NA;NA
0,557337608;-0,109834489;0,420160648;0,791103554;0,829662654;Gm8337;;NA;NA
0,006297846;0,14696831;1,001240626;0,902562873;NA;Gm8338;;NA;NA
0;NA;NA;NA;NA;Gm8340;;NA;NA
0,235318603;1,345439576;1,873196824;0,353686488;NA;Gm8341;;NA;NA
0,007438797;0,152817653;1,00251054;0,902562873;NA;Gm8342;;NA;NA
0,272584194;0,563508927;1,247376894;0,473741866;NA;Gm8343;;NA;NA
0,054034792;-0,161166001;0,977090241;0,96216954;NA;Gm8344;;NA;NA
0,090749417;-0,056657299;0,877993696;0,886022348;NA;Gm8345;;NA;NA
0;NA;NA;NA;NA;Gm8346;;NA;NA
0,130780116;0,267614324;1,027253913;0,826014816;NA;Gm8349;;NA;NA
0,314419646;0,479413266;1,178467919;0,52593043;0,590014972;Gm8352;;NA;NA
0,311406253;3,946297015;1,883702281;0,133619678;0,178858153;Gm8353;;NA;NA
0;NA;NA;NA;NA;Gm8354;;NA;NA
0,383998869;-0,605497825;0,690900914;0,37231628;0,439950127;Gm8355;;NA;NA
0,702017242;1,296852748;0,88173555;0,051898526;0,076146169;Gm8356;;NA;NA
0;NA;NA;NA;NA;Gm8357;;NA;NA
0,005932043;-0,168473826;1,000533265;0,926093391;NA;Gm8358;;NA;NA
0,268735946;0,614371491;1,078555288;0,4472047;NA;Gm8362;;NA;NA
0,014836551;-0,248330235;1,022279294;0,939966497;NA;Gm8363;;NA;NA
0,019655292;0,216985902;1,022068076;0,883247985;NA;Gm8365;;NA;NA
0;NA;NA;NA;NA;Gm8366;;NA;NA
0,005099653;-0,160811828;0,99895582;0,926093391;NA;Gm8367;;NA;NA
0,08622476;0,218593929;0,979928145;0,823267129;NA;Gm8369;;NA;non_ZGA
0,048892925;-0,071993463;0,945901162;0,92904624;NA;Gm8371;;NA;NA
3,983035632;1,542417015;0,354389901;1,84E-06;4,73E-06;Gm8373;UP;NA;NA
0;NA;NA;NA;NA;Gm8374;;NA;NA
0,687424626;-0,119296146;0,647517074;0,823712079;0,856781106;Gm8375;;NA;NA
0,007893523;-0,183220854;1,003976495;0,926093391;NA;Gm8376;;NA;NA
0;NA;NA;NA;NA;Gm8379;;NA;NA
0;NA;NA;NA;NA;Gm8383;;NA;NA
0,390230229;3,942308642;2,087790062;0,123546388;0,166606352;Gm8384;;NA;NA
0,393110455;5,22728867;3,875433994;0,240901678;0,301576146;Gm8385;;NA;NA
20,62140809;-0,258584673;0,225637324;0,240054739;0,300657105;Gm8387;;NA;NA
0,025993726;-0,104443194;0,969399661;0,94420638;NA;Gm8388;;NA;NA
0,180089871;-0,162126768;0,762583586;0,974995215;NA;Gm8390;;NA;NA
0,142344503;1,885701835;1,422771822;0,561429183;NA;Gm8391;;NA;NA
0,029730659;-0,033657381;0,960846357;0,920766098;NA;Gm8392;;NA;NA
0,242026036;-0,026418326;0,74553055;0,970816286;NA;Gm8396;;NA;NA
0;NA;NA;NA;NA;Gm8398;;NA;NA
0,584102693;-0,248656635;0,855487826;0,615054512;0,674075214;Gm8399;;NA;NA
0,108463252;-0,992877049;1,230080489;0,856677072;NA;Gm8401;;NA;NA
0;NA;NA;NA;NA;Gm8402;;NA;NA
0;NA;NA;NA;NA;Gm8403;;NA;NA
2,24928037;-2,172338543;0,522796353;6,08E-06;1,49E-05;Gm8407;DOWN;NA;NA
0;NA;NA;NA;NA;Gm8408;;NA;NA
0;NA;NA;NA;NA;Gm8410;;NA;NA
0,052365417;0,130776444;0,974896472;0,875845669;NA;Gm8412;;NA;NA
0,477131326;-0,271728065;0,521359881;0,022331737;0,035051867;Gm8416;DOWN;NA;NA
0,413221914;0,166885119;0,783307216;0,80545426;0,84185585;Gm8417;;NA;NA
0,039181374;-0,108288256;0,96531282;0,96239383;NA;Gm8419;;NA;NA
16,14712519;-0,576930385;0,293118515;0,039523934;0,059270612;Gm8420;;NA;NA
0,088636423;0,032242961;0,942332345;0,915947344;NA;Gm8421;;NA;NA
0,624630373;-2,194431814;0,745409469;0,002695694;0,004910327;Gm8423;DOWN;NA;NA
0,891893857;1,555368661;1,403305108;0,045759492;0,067791958;Gm8424;;NA;NA
0,042267821;0,030521191;0,958632292;0,914231525;NA;Gm8425;;NA;NA
0,170917786;0,006503615;0,939003946;0,972651221;NA;Gm8428;;NA;NA
0,025556211;-0,298023933;1,044258732;0,953857845;NA;Gm8435;;NA;NA
0;NA;NA;NA;NA;Gm8436;;NA;NA
11,3613507;0,742372786;0,19984283;0,000142183;0,000302722;Gm8437;UP;NA;NA
0,027847527;-0,009720778;0,960830636;0,920593542;NA;Gm8438;;NA;NA
0,281887717;-0,434197457;0,807372794;0,61200353;NA;Gm8439;;NA;non_ZGA
1,226769327;1,183529015;0,603226864;0,019205004;0,030521599;Gm8444;UP;NA;NA
0,027502945;-0,014995605;0,960795986;0,920484525;NA;Gm8446;;NA;NA
0,024590492;-0,303492815;1,046736569;0,981678414;NA;Gm8447;;NA;NA
0,750653259;0,971122911;0,399981228;0,005748323;0,009957876;Gm8449;UP;NA;NA
0,531956803;0,296368593;0,814675571;0,506951767;0,571883003;Gm8451;;NA;NA
0,193389664;0,40086041;0,755117227;0,588544728;NA;Gm8454;;NA;NA
0,013039984;-0,036350526;0,968125723;0,91676207;NA;Gm8456;;NA;NA
0,014979336;-0,25049383;1,02305601;0,939966497;NA;Gm8458;;NA;NA
0,491521452;-0,491287421;0,970640226;0,423618258;0,490913701;Gm8459;;NA;NA
0,32676902;-0,781847207;1,015130542;0,4022499;0,469879184;Gm8463;;NA;NA
0;NA;NA;NA;NA;Gm8468;;NA;NA
0,013099176;-0,000364773;0,967707242;0,916443698;NA;Gm8472;;NA;NA
0,234149295;0,259758422;0,635882927;0,605686032;NA;Gm8473;;NA;NA
0,095767272;0,304927026;0,97741518;0,766151011;NA;Gm8475;;NA;NA
0,233700098;0,485211784;0,732715189;0,50445139;NA;Gm8479;;NA;NA
0;NA;NA;NA;NA;Gm8480;;NA;NA
0,028131227;-0,309551459;1,050261968;0,967763225;NA;Gm8482;;NA;NA
0,080701133;0,131485853;0,938382521;0,815601898;NA;Gm8483;;NA;NA
0,23041668;-5,721000721;2,997857438;0,299984108;NA;Gm8484;;NA;NA
44,48460895;0,165990403;0,247563722;0,4883453;0,554605778;Gm8486;;NA;NA
0,465883208;-0,207051472;0,771217007;0,770094886;0,811822477;Gm8488;;NA;NA
4,312895401;1,062517658;0,3730083;0,002117279;0,003913892;Gm8489;UP;NA;NA
3,775665644;1,30820829;0,472120045;0,001871411;0,003486901;Gm8492;UP;NA;NA
1,658472047;1,111200949;0,42869309;0,004279371;0,007560613;Gm8493;UP;NA;NA
2,866837065;-1,975467978;0,651367117;0,000508053;0,00101663;Gm8494;DOWN;NA;NA
11,32207802;0,380750226;0,381260831;0,27792586;0,34135206;Gm8495;;NA;NA
0,011309122;0,167509306;1,006189311;0,902562873;NA;Gm8497;;NA;NA
0,221141907;0,343636316;1,012960684;0,633999374;NA;Gm8498;;NA;NA
0,014877594;0,198640941;1,014953102;0,892897488;NA;Gm8501;;NA;NA
6,226147081;1,313399915;0,175394578;3,55E-14;1,54E-13;Gm8502;UP;NA;NA
0,33829779;1,157488118;1,276141725;0,312790092;0,378311011;Gm8503;;NA;NA
0;NA;NA;NA;NA;Gm8504;;NA;NA
0,124925722;-0,487535257;0,898005785;0,983142577;NA;Gm8506;;NA;NA
0,047930418;0,256237716;1,042238287;0,854408837;NA;Gm8508;;NA;NA
0,211562318;-0,308346011;0,966041244;0,737322932;NA;Gm8510;;NA;NA
0;NA;NA;NA;NA;Gm8512;;NA;NA
0,782255888;0,91117524;0,918664392;0,089833736;0,125050578;Gm8513;;NA;NA
0,382744203;1,120466562;1,546336155;0,239812812;0,300371745;Gm8514;;NA;NA
0,028969679;0,23258414;1,029370887;0,883247985;NA;Gm8515;;NA;NA
0,058151979;0,117524987;0,957609761;0,869920191;NA;Gm8517;;NA;NA
0,199456765;0,20143866;0,828657248;0,727653117;NA;Gm8518;;NA;NA
0,440143566;1,21694144;0,66256341;0,041618964;0,062167508;Gm8520;;NA;NA
0;NA;NA;NA;NA;Gm8521;;NA;NA
0,004040859;-0,149235328;0,996846115;0,926093391;NA;Gm8522;;NA;NA
0,02957825;0,233117365;1,029647807;0,883247985;NA;Gm8523;;NA;NA
0,306599514;-0,106347124;0,617664046;0,987663453;0,990403866;Gm8524;;NA;NA
0,858075929;-1,60469059;0,495721555;0,000410689;0,000830216;Gm8525;DOWN;NA;NA
0,019671929;-0,066354846;0,966227559;0,930040919;NA;Gm8526;;NA;NA
2,549300782;1,332519263;0,574821208;0,006174756;0,010629235;Gm8529;UP;NA;NA
0,036978067;0,244774223;1,035677107;0,873615775;NA;Gm8531;;NA;NA
0,398500951;0,005502303;0,753733482;0,902615408;0,922605261;Gm8532;;NA;NA
0;NA;NA;NA;NA;Gm8534;;NA;NA
2,114254858;1,151068892;0,948128275;0,057202452;0,08326356;Gm8538;;NA;NA
0,503096703;-1,36611653;1,04186814;0,100257874;0,138279344;Gm8539;;NA;NA
0,980279997;0,238956355;0,407437112;0,519215127;0,583463477;Gm8540;;NA;NA
0,019317326;0,209458192;1,019164845;0,892897488;NA;Gm8543;;NA;NA
33,59168943;-0,114350325;0,28679253;0,678427719;0,731543984;Gm8545;;NA;NA
0,033705552;0,241440308;1,033861917;0,873615775;NA;Gm8546;;NA;NA
0,042772294;0,169720909;0,995967702;0,877779293;NA;Gm8550;;NA;NA
0,191512244;0,3268482;0,756527878;0,605093505;NA;Gm8556;;NA;NA
0,1533625;-0,671108748;0,962290784;0,749249774;NA;Gm8557;;NA;NA
0,021146768;-0,123991079;0,974330035;0,930153899;NA;Gm8565;;NA;NA
7,74402577;-0,066596507;0,327254241;0,830375823;0,862408245;Gm8566;;NA;NA
0;NA;NA;NA;NA;Gm8569;;NA;NA
0;NA;NA;NA;NA;Gm8572;;NA;NA
0;NA;NA;NA;NA;Gm8574;;NA;NA
0,319683744;-0,768199723;1,043797979;0,466786434;0,533545276;Gm8575;;NA;NA
0,007160836;-0,178159077;1,002734238;0,926093391;NA;Gm8577;;NA;NA
0,635801426;3,228265097;1,209714067;0,010655314;0,017667438;Gm8580;UP;NA;NA
0,073634605;-0,088307249;0,923532987;0,927142534;NA;Gm8581;;NA;NA
0,426766306;0,817030997;1,155089308;0,28338517;0,347177361;Gm8582;;NA;NA
0,128440589;0,272884161;0,990634898;0,819407649;NA;Gm8584;;NA;NA
0,418948321;0,582025104;1,023352567;0,389393456;0,457064663;Gm8586;;NA;NA
0,61847714;0,114465462;0,793314802;0,808270336;0,844261212;Gm8587;;NA;NA
0,018813388;-0,027984773;0,967821236;0,916406861;NA;Gm8588;;NA;NA
0,018287456;-0,055209868;0,965414266;0,930172452;NA;Gm8594;;NA;NA
0,013118858;-0,241265393;1,019502597;0,939966497;NA;Gm8595;;NA;NA
0,158608445;0,185698733;1,000089967;0,842154707;NA;Gm8596;;NA;NA
0,255072104;-1,466212315;1,767300191;0,40800246;NA;Gm8597;;NA;NA
0,087376834;0,274190426;1,053846271;0,806791255;NA;Gm8598;;NA;NA
0,014095851;0,023178396;0,96881101;0,916608672;NA;Gm8599;;NA;NA
1,299757299;-2,735860177;1,809694995;0,096008151;0,132924408;Gm8600;;NA;NA
0,139013206;0,225454948;1,021970001;0,839442737;NA;Gm8601;;NA;NA
1,65807284;1,496872797;0,406713215;7,58E-05;0,000166221;Gm8602;UP;NA;NA
0,460526248;0,342835634;1,001206603;0,517086204;0,581717604;Gm8603;;NA;NA
0;NA;NA;NA;NA;Gm8604;;NA;NA
18,47136713;1,102933432;0,207152125;4,97E-08;1,45E-07;Gm8605;UP;NA;NA
0,108592834;-0,406110125;0,858395516;0,983532177;NA;Gm8606;;NA;NA
15,2093362;3,483818217;0,410503342;1,31E-18;7,30E-18;Gm8607;UP;NA;NA
34,36268503;1,503248837;0,248201158;4,03E-10;1,36E-09;Gm8609;UP;NA;NA
0,936165682;-3,847877872;0,52640405;2,21E-17;1,15E-16;Gm8613;DOWN;NA;NA
0;NA;NA;NA;NA;Gm8614;;NA;NA
1,856290022;-1,361344886;0,418306479;0,000416562;0,00084145;Gm8615;DOWN;NA;NA
1,549693222;-4,341830487;0,754316423;7,28E-09;2,26E-08;Gm8616;DOWN;NA;NA
0,792200784;0,276380525;0,952360511;0,701352685;0,751561961;Gm8617;;NA;NA
0,381487227;0,09164144;0,774961566;0,901844077;0,922214716;Gm8618;;NA;NA
0,244577717;-0,186628644;0,812709328;0,838249761;NA;Gm8623;;NA;NA
5,411762205;-0,416750879;0,363717646;0,218964295;0,277535259;Gm8624;;NA;NA
0,006159058;0,14618658;1,001079263;0,902562873;NA;Gm8625;;NA;NA
0,104726445;0,239124289;1,029868599;0,791894735;NA;Gm8629;;NA;NA
3,533026086;-2,185987251;0,361901682;3,19E-10;1,09E-09;Gm8634;DOWN;NA;NA
0,021242886;0,202972634;1,008691212;0,943982103;NA;Gm8637;;NA;NA
0,176900364;1,366538321;1,225101225;0,355144994;NA;Gm8641;;NA;NA
0,198123818;0,192747796;0,994221738;0,841101966;NA;Gm8642;;NA;NA
0,047006232;-0,135840748;0,968402715;0,9468117;NA;Gm8643;;NA;NA
0,02285429;-0,080997948;0,968064866;0,930322208;NA;Gm8644;;NA;NA
0,524332046;1,869388119;0,558231983;0,000392899;0,000795612;Gm8648;UP;NA;NA
0,006314435;-0,171673733;1,001234917;0,926093391;NA;Gm8649;;NA;NA
0,109562596;0,203343884;0,856124198;0,762430987;NA;Gm8652;;NA;NA
0,700314656;0,260782669;0,752296035;0,585615075;0,647199661;Gm8655;;NA;NA
0,068476736;0,325626899;1,070917995;0,797169156;NA;Gm8659;;NA;NA
0,076745299;0,270805065;1,051519047;0,825780528;NA;Gm8661;;NA;NA
0,009476806;0,161324778;1,004555079;0,902562873;NA;Gm8662;;NA;NA
41,67769862;-0,95395273;0,219939614;8,72E-06;2,10E-05;Gm8663;DOWN;ENSMUSG00000117988;NA
