"Intersection_category","Intersection_count","Gene_name","Gene_id"
"NRs regulated",1,"2410002F23Rik","ENSMUSG00000045411"
"Obox regulated|ZGA genes",2,"2410015M20Rik","ENSMUSG00000049760"
"NRs regulated|Obox regulated",2,"2510002D24Rik","ENSMUSG00000071632"
"NRs regulated",1,"2610005L07Rik","ENSMUSG00000071793"
"NRs regulated|Obox regulated",2,"2610028H24Rik","ENSMUSG00000009114"
"NRs regulated|ZGA genes",2,"2610044O15Rik8","ENSMUSG00000071302"
"Dux regulated|Obox regulated",2,"2610206C17Rik","ENSMUSG00000085236"
"NRs regulated",1,"2610318N02Rik","ENSMUSG00000049916"
"NRs regulated",1,"2610528A11Rik","ENSMUSG00000096001"
"NRs regulated",1,"2610528J11Rik","ENSMUSG00000028536"
"NRs regulated",1,"2700097O09Rik","ENSMUSG00000062198"
"NRs regulated",1,"2700099C18Rik","ENSMUSG00000098090"
"NRs regulated|Obox regulated",2,"2810004N23Rik","ENSMUSG00000031984"
"NRs regulated",1,"2810006K23Rik","ENSMUSG00000047635"
"Obox regulated",1,"2810013P06Rik","ENSMUSG00000099881"
"NRs regulated|Obox regulated",2,"2810021J22Rik","ENSMUSG00000020491"
"Obox regulated",1,"2900079G21Rik","ENSMUSG00000087038"
"Obox regulated",1,"2900097C17Rik","ENSMUSG00000102869"
"NRs regulated",1,"3000002C10Rik","ENSMUSG00000070282"
"NRs regulated",1,"3110001I22Rik","ENSMUSG00000079737"
"Obox regulated",1,"3110040N11Rik","ENSMUSG00000025102"
"NRs regulated",1,"3110053B16Rik","ENSMUSG00000085642"
"NRs regulated",1,"3110067C02Rik","ENSMUSG00000081187"
"Obox regulated",1,"3110082I17Rik","ENSMUSG00000053553"
"NRs regulated",1,"3300002I08Rik","ENSMUSG00000063364"
"NRs regulated",1,"3830403N18Rik","ENSMUSG00000031125"
"Dux regulated",1,"3830417A13Rik","ENSMUSG00000031179"
"Obox regulated",1,"4831440E17Rik","ENSMUSG00000097236"
"NRs regulated",1,"4833420G17Rik","ENSMUSG00000062822"
"NRs regulated|Obox regulated",2,"4930402H24Rik","ENSMUSG00000027309"
"Obox regulated",1,"4930432K21Rik","ENSMUSG00000008129"
"NRs regulated",1,"4930444P10Rik","ENSMUSG00000067795"
"NRs regulated",1,"4930447C04Rik","ENSMUSG00000021098"
"NRs regulated|Obox regulated",2,"4930451G09Rik","ENSMUSG00000022543"
"NRs regulated",1,"4930453N24Rik","ENSMUSG00000059920"
"Obox regulated",1,"4930500L23Rik","ENSMUSG00000106056"
"NRs regulated",1,"4930578G10Rik","ENSMUSG00000054885"
"Obox regulated",1,"4930579G18Rik","ENSMUSG00000040840"
"NRs regulated",1,"4930590J08Rik","ENSMUSG00000034063"
"NRs regulated",1,"4931406B18Rik","ENSMUSG00000013353"
"Obox regulated",1,"4931409K22Rik","ENSMUSG00000038199"
"NRs regulated",1,"4931414P19Rik","ENSMUSG00000022179"
"NRs regulated",1,"4931428L18Rik","ENSMUSG00000086727"
"NRs regulated",1,"4932415D10Rik","ENSMUSG00000044581"
"NRs regulated",1,"4932415M13Rik","ENSMUSG00000062036"
"Dux regulated",1,"4933402E13Rik","ENSMUSG00000045330"
"NRs regulated",1,"4933402N22Rik","ENSMUSG00000067848"
"Obox regulated",1,"4933404O12Rik","ENSMUSG00000097908"
"Dux regulated",1,"4933408B17Rik","ENSMUSG00000049357"
"NRs regulated",1,"4933430I17Rik","ENSMUSG00000058046"
"Obox regulated",1,"5430405H02Rik","ENSMUSG00000085741"
"Obox regulated",1,"5730409E04Rik","ENSMUSG00000073755"
"Obox regulated|ZGA genes",2,"5730455P16Rik","ENSMUSG00000057181"
"NRs regulated",1,"5730522E02Rik","ENSMUSG00000032985"
"NRs regulated|Obox regulated",2,"5830417I10Rik","ENSMUSG00000078684"
"NRs regulated|Obox regulated",2,"6030468B19Rik","ENSMUSG00000025573"
"NRs regulated|Obox regulated",2,"6430550D23Rik","ENSMUSG00000074646"
"NRs regulated",1,"6720489N17Rik","ENSMUSG00000072066"
"NRs regulated",1,"6820431F20Rik","ENSMUSG00000071796"
"Obox regulated",1,"9130227L01Rik","ENSMUSG00000099950"
"NRs regulated|Obox regulated",2,"9130401M01Rik","ENSMUSG00000101892"
"NRs regulated",1,"9230112D13Rik","ENSMUSG00000021797"
"NRs regulated|Obox regulated",2,"9430038I01Rik","ENSMUSG00000040139"
"NRs regulated",1,"9530077C05Rik","ENSMUSG00000036411"
"NRs regulated|Obox regulated",2,"9930012K11Rik","ENSMUSG00000044551"
"NRs regulated",1,"9930021J03Rik","ENSMUSG00000046138"
"NRs regulated|ZGA genes",2,"9930104L06Rik","ENSMUSG00000044730"
"Obox regulated",1,"9930111H07Rik","ENSMUSG00000100217"
"NRs regulated",1,"A430060F13Rik","ENSMUSG00000043522"
"NRs regulated|ZGA genes",2,"A530032D15Rik","ENSMUSG00000089844"
"NRs regulated|Obox regulated",2,"A630001G21Rik","ENSMUSG00000052760"
"Obox regulated",1,"A930015D03Rik","ENSMUSG00000092368"
"Obox regulated",1,"AA543401","ENSMUSG00000092125"
"ZGA genes",1,"AA623943","ENSMUSG00000081478"
"NRs regulated",1,"Aacs","ENSMUSG00000029482"
"NRs regulated|ZGA genes",2,"Aamdc","ENSMUSG00000035642"
"NRs regulated",1,"Aamp","ENSMUSG00000006299"
"NRs regulated",1,"Aar2","ENSMUSG00000027628"
"NRs regulated|Obox regulated",2,"Aarsd1","ENSMUSG00000075528"
"NRs regulated",1,"Aasdhppt","ENSMUSG00000025894"
"NRs regulated",1,"Aatf","ENSMUSG00000018697"
"NRs regulated",1,"Abat","ENSMUSG00000057880"
"NRs regulated",1,"Abca1","ENSMUSG00000015243"
"NRs regulated",1,"Abca17","ENSMUSG00000035435"
"NRs regulated",1,"Abca3","ENSMUSG00000024130"
"NRs regulated",1,"Abca5","ENSMUSG00000018800"
"NRs regulated",1,"Abcb10","ENSMUSG00000031974"
"NRs regulated",1,"Abcb5","ENSMUSG00000072791"
"Obox regulated",1,"Abcc10","ENSMUSG00000032842"
"Obox regulated",1,"Abcc2","ENSMUSG00000025194"
"NRs regulated",1,"Abcc5","ENSMUSG00000022822"
"NRs regulated|Obox regulated",2,"Abce1","ENSMUSG00000058355"
"NRs regulated|Obox regulated",2,"Abcf1","ENSMUSG00000038762"
"NRs regulated|Obox regulated",2,"Abcf2","ENSMUSG00000028953"
"Obox regulated",1,"Abcf3","ENSMUSG00000003234"
"NRs regulated",1,"Abcg3","ENSMUSG00000029299"
"NRs regulated",1,"Abcg4","ENSMUSG00000032131"
"NRs regulated",1,"Abhd1","ENSMUSG00000006638"
"NRs regulated|Obox regulated",2,"Abhd14b","ENSMUSG00000042073"
"NRs regulated",1,"Abhd18","ENSMUSG00000037818"
"NRs regulated",1,"Abhd2","ENSMUSG00000039202"
"NRs regulated",1,"Abhd3","ENSMUSG00000002475"
"NRs regulated|Obox regulated",2,"Abhd6","ENSMUSG00000025277"
"NRs regulated",1,"Abl1","ENSMUSG00000026842"
"Dux regulated|NRs regulated",2,"Abo","ENSMUSG00000015787"
"NRs regulated",1,"Abr","ENSMUSG00000017631"
"NRs regulated",1,"Abraxas2","ENSMUSG00000030965"
"NRs regulated|Obox regulated",2,"Abt1","ENSMUSG00000036376"
"NRs regulated",1,"Abtb2","ENSMUSG00000032724"
"ZGA genes",1,"AC124237.1","ENSMUSG00000117001"
"ZGA genes",1,"AC168977.1","ENSMUSG00000079808"
"NRs regulated",1,"Acaa1a","ENSMUSG00000036138"
"NRs regulated",1,"Acad11","ENSMUSG00000090150"
"NRs regulated|Obox regulated",2,"Acad8","ENSMUSG00000031969"
"NRs regulated",1,"Acad9","ENSMUSG00000027710"
"NRs regulated",1,"Acadm","ENSMUSG00000062908"
"NRs regulated",1,"Acads","ENSMUSG00000029545"
"NRs regulated",1,"Acadsb","ENSMUSG00000030861"
"Obox regulated",1,"Acap1","ENSMUSG00000001588"
"NRs regulated",1,"Acap3","ENSMUSG00000029033"
"NRs regulated",1,"Acat1","ENSMUSG00000032047"
"NRs regulated",1,"Acat2","ENSMUSG00000023832"
"NRs regulated",1,"Acat3","ENSMUSG00000062480"
"NRs regulated",1,"Acbd5","ENSMUSG00000026781"
"NRs regulated",1,"Acbd7","ENSMUSG00000026644"
"NRs regulated|Obox regulated",2,"Acer1","ENSMUSG00000045019"
"NRs regulated",1,"Acer2","ENSMUSG00000038007"
"NRs regulated",1,"Acin1","ENSMUSG00000022185"
"NRs regulated",1,"Acly","ENSMUSG00000020917"
"NRs regulated",1,"Acot11","ENSMUSG00000034853"
"NRs regulated",1,"Acot13","ENSMUSG00000006717"
"NRs regulated",1,"Acot7","ENSMUSG00000028937"
"NRs regulated|Obox regulated",2,"Acot8","ENSMUSG00000017307"
"NRs regulated",1,"Acot9","ENSMUSG00000025287"
"NRs regulated",1,"Acox1","ENSMUSG00000020777"
"NRs regulated",1,"Acp2","ENSMUSG00000002103"
"NRs regulated",1,"Acp7","ENSMUSG00000037469"
"NRs regulated",1,"Acrbp","ENSMUSG00000072770"
"NRs regulated|Obox regulated",2,"Acsbg2","ENSMUSG00000024207"
"NRs regulated|Obox regulated",2,"Acsl4","ENSMUSG00000031278"
"NRs regulated",1,"Acsm3","ENSMUSG00000030935"
"NRs regulated",1,"Acss2","ENSMUSG00000027605"
"NRs regulated",1,"Actl6a","ENSMUSG00000027671"
"NRs regulated",1,"Actn2","ENSMUSG00000052374"
"NRs regulated",1,"Actn4","ENSMUSG00000054808"
"NRs regulated",1,"Actr2","ENSMUSG00000020152"
"NRs regulated|Obox regulated",2,"Actr5","ENSMUSG00000037761"
"NRs regulated",1,"Actr6","ENSMUSG00000019948"
"NRs regulated",1,"Acvr2a","ENSMUSG00000052155"
"NRs regulated",1,"Acvrl1","ENSMUSG00000000530"
"NRs regulated",1,"Acyp1","ENSMUSG00000008822"
"NRs regulated",1,"Acyp2","ENSMUSG00000060923"
"NRs regulated",1,"Adam11","ENSMUSG00000020926"
"NRs regulated",1,"Adam17","ENSMUSG00000052593"
"NRs regulated",1,"Adam2","ENSMUSG00000022039"
"NRs regulated",1,"Adam33","ENSMUSG00000027318"
"NRs regulated|Obox regulated",2,"Adam4","ENSMUSG00000072972"
"NRs regulated",1,"Adamts14","ENSMUSG00000059901"
"NRs regulated",1,"Adamts15","ENSMUSG00000033453"
"NRs regulated",1,"Adamtsl5","ENSMUSG00000043822"
"NRs regulated",1,"Adat1","ENSMUSG00000031949"
"NRs regulated",1,"Adat2","ENSMUSG00000019808"
"NRs regulated|Obox regulated",2,"Adat3","ENSMUSG00000113640"
"NRs regulated|Obox regulated",2,"Adck5","ENSMUSG00000022550"
"NRs regulated",1,"Adcy3","ENSMUSG00000020654"
"NRs regulated",1,"Adcy9","ENSMUSG00000005580"
"NRs regulated",1,"Adgra2","ENSMUSG00000031486"
"NRs regulated",1,"Adgrl1","ENSMUSG00000013033"
"NRs regulated",1,"Adgrv1","ENSMUSG00000069170"
"NRs regulated|Obox regulated",2,"Adi1","ENSMUSG00000020629"
"NRs regulated",1,"Adipor1","ENSMUSG00000026457"
"NRs regulated",1,"Adipor2","ENSMUSG00000030168"
"NRs regulated",1,"Ado","ENSMUSG00000057134"
"Obox regulated",1,"Adprhl2","ENSMUSG00000042558"
"NRs regulated|Obox regulated",2,"Adprm","ENSMUSG00000020910"
"NRs regulated",1,"Adrb3","ENSMUSG00000031489"
"NRs regulated",1,"Adrm1","ENSMUSG00000039041"
"NRs regulated|Obox regulated|ZGA genes",3,"Adsl","ENSMUSG00000022407"
"NRs regulated",1,"Aebp1","ENSMUSG00000020473"
"NRs regulated",1,"Aebp2","ENSMUSG00000030232"
"NRs regulated|Obox regulated",2,"Aen","ENSMUSG00000030609"
"NRs regulated",1,"Aff1","ENSMUSG00000029313"
"NRs regulated|Obox regulated",2,"Aff4","ENSMUSG00000049470"
"NRs regulated",1,"Afg3l1","ENSMUSG00000031967"
"NRs regulated|Obox regulated",2,"Afmid","ENSMUSG00000017718"
"NRs regulated",1,"Agfg2","ENSMUSG00000029722"
"NRs regulated",1,"Aggf1","ENSMUSG00000021681"
"NRs regulated|Obox regulated",2,"Agmat","ENSMUSG00000040706"
"NRs regulated",1,"Ago3","ENSMUSG00000028842"
"NRs regulated|Obox regulated",2,"Agpat2","ENSMUSG00000026922"
"NRs regulated",1,"Agpat4","ENSMUSG00000023827"
"NRs regulated|ZGA genes",2,"Agpat5","ENSMUSG00000031467"
"NRs regulated",1,"Agtrap","ENSMUSG00000029007"
"NRs regulated",1,"Ahcyl2","ENSMUSG00000029772"
"NRs regulated",1,"AI661453","ENSMUSG00000034382"
"NRs regulated|Obox regulated",2,"AI854703","ENSMUSG00000053297"
"NRs regulated",1,"Aicda","ENSMUSG00000040627"
"NRs regulated",1,"Aif1","ENSMUSG00000024397"
"NRs regulated|Obox regulated",2,"Aif1l","ENSMUSG00000001864"
"NRs regulated|Obox regulated",2,"Aifm1","ENSMUSG00000036932"
"NRs regulated",1,"Aifm3","ENSMUSG00000022763"
"NRs regulated",1,"Aimp1","ENSMUSG00000028029"
"NRs regulated",1,"Aimp2","ENSMUSG00000029610"
"NRs regulated",1,"Aip","ENSMUSG00000024847"
"NRs regulated",1,"Ajuba","ENSMUSG00000022178"
"NRs regulated|Obox regulated",2,"Ak6","ENSMUSG00000078941"
"NRs regulated",1,"Ak7","ENSMUSG00000041323"
"NRs regulated",1,"Akap11","ENSMUSG00000022016"
"NRs regulated|ZGA genes",2,"Akap8","ENSMUSG00000024045"
"NRs regulated",1,"Akap8l","ENSMUSG00000002625"
"NRs regulated",1,"Akirin1","ENSMUSG00000023075"
"NRs regulated",1,"Akirin2","ENSMUSG00000028291"
"NRs regulated",1,"Akr1a1","ENSMUSG00000028692"
"NRs regulated|Obox regulated",2,"Akr7a5","ENSMUSG00000028743"
"NRs regulated",1,"Alad","ENSMUSG00000028393"
"NRs regulated",1,"Alas1","ENSMUSG00000032786"
"Obox regulated",1,"Aldh16a1","ENSMUSG00000007833"
"NRs regulated",1,"Aldoart2","ENSMUSG00000063129"
"Obox regulated",1,"Alg1","ENSMUSG00000039427"
"NRs regulated",1,"Alg13","ENSMUSG00000041718"
"NRs regulated",1,"Alg14","ENSMUSG00000039887"
"NRs regulated",1,"Alg2","ENSMUSG00000039740"
"NRs regulated|Obox regulated",2,"Alg3","ENSMUSG00000033809"
"NRs regulated",1,"Alg6","ENSMUSG00000073792"
"NRs regulated|Obox regulated|ZGA genes",3,"Alkbh1","ENSMUSG00000079036"
"NRs regulated",1,"Alkbh2","ENSMUSG00000044339"
"NRs regulated",1,"Alkbh3","ENSMUSG00000040174"
"NRs regulated",1,"Alkbh4","ENSMUSG00000039754"
"NRs regulated",1,"Alkbh6","ENSMUSG00000042831"
"NRs regulated",1,"Alkbh7","ENSMUSG00000002661"
"NRs regulated",1,"Alkbh8","ENSMUSG00000025899"
"NRs regulated",1,"Allc","ENSMUSG00000020636"
"Dux regulated|NRs regulated|Obox regulated",3,"Alox12","ENSMUSG00000000320"
"NRs regulated",1,"Aloxe3","ENSMUSG00000020892"
"ZGA genes",1,"Alpk2","ENSMUSG00000032845"
"NRs regulated",1,"Alpk3","ENSMUSG00000038763"
"Dux regulated|NRs regulated|Obox regulated",3,"Alpl","ENSMUSG00000028766"
"Dux regulated|NRs regulated|Obox regulated",3,"Alppl2","ENSMUSG00000026246"
"NRs regulated|Obox regulated|ZGA genes",3,"Als2","ENSMUSG00000026024"
"NRs regulated|ZGA genes",2,"Alyref","ENSMUSG00000025134"
"Dux regulated|Obox regulated",2,"Alyref2","ENSMUSG00000060244"
"NRs regulated",1,"Amd-ps3","ENSMUSG00000060096"
"NRs regulated",1,"Amd1","ENSMUSG00000075232"
"NRs regulated",1,"Amd2","ENSMUSG00000063953"
"NRs regulated|Obox regulated",2,"Amhr2","ENSMUSG00000023047"
"NRs regulated",1,"Amigo3","ENSMUSG00000032593"
"NRs regulated|Obox regulated",2,"Ammecr1l","ENSMUSG00000041915"
"NRs regulated",1,"Amt","ENSMUSG00000032607"
"NRs regulated",1,"Anapc10","ENSMUSG00000036977"
"NRs regulated",1,"Anapc11","ENSMUSG00000025135"
"NRs regulated",1,"Anapc15","ENSMUSG00000030649"
"NRs regulated",1,"Anapc16","ENSMUSG00000020107"
"NRs regulated|Obox regulated",2,"Anapc4","ENSMUSG00000029176"
"NRs regulated|Obox regulated",2,"Anapc7","ENSMUSG00000029466"
"NRs regulated",1,"Angpt2","ENSMUSG00000031465"
"NRs regulated",1,"Ankar","ENSMUSG00000039342"
"NRs regulated",1,"Ankfy1","ENSMUSG00000020790"
"Obox regulated",1,"Ankhd1","ENSMUSG00000024483"
"NRs regulated",1,"Ankle1","ENSMUSG00000046295"
"NRs regulated|Obox regulated",2,"Ankmy2","ENSMUSG00000036188"
"NRs regulated|Obox regulated",2,"Ankrd10","ENSMUSG00000031508"
"NRs regulated",1,"Ankrd11","ENSMUSG00000035569"
"Obox regulated",1,"Ankrd13d","ENSMUSG00000005986"
"NRs regulated",1,"Ankrd33b","ENSMUSG00000022237"
"Dux regulated|NRs regulated|Obox regulated",3,"Ankrd35","ENSMUSG00000038354"
"NRs regulated|Obox regulated",2,"Ankrd39","ENSMUSG00000079610"
"NRs regulated",1,"Ankrd40","ENSMUSG00000020864"
"NRs regulated|Obox regulated",2,"Ankrd42","ENSMUSG00000041343"
"NRs regulated|Obox regulated",2,"Ankrd46","ENSMUSG00000048307"
"NRs regulated",1,"Ankrd50","ENSMUSG00000044864"
"NRs regulated",1,"Ankrd54","ENSMUSG00000033055"
"NRs regulated",1,"Ankrd7","ENSMUSG00000029517"
"NRs regulated",1,"Anks3","ENSMUSG00000022515"
"NRs regulated",1,"Anln","ENSMUSG00000036777"
"NRs regulated",1,"Ano9","ENSMUSG00000054662"
"NRs regulated|Obox regulated|ZGA genes",3,"Anp32e","ENSMUSG00000015749"
"NRs regulated",1,"Anxa11","ENSMUSG00000021866"
"NRs regulated",1,"Aoc3","ENSMUSG00000019326"
"NRs regulated",1,"Aox2","ENSMUSG00000079554"
"NRs regulated|Obox regulated",2,"Ap1b1","ENSMUSG00000009090"
"NRs regulated",1,"Ap1g1","ENSMUSG00000031731"
"NRs regulated|Obox regulated",2,"Ap1m2","ENSMUSG00000003309"
"NRs regulated|Obox regulated",2,"Ap1s1","ENSMUSG00000004849"
"NRs regulated",1,"Ap1s3","ENSMUSG00000054702"
"NRs regulated",1,"Ap2a2","ENSMUSG00000002957"
"NRs regulated",1,"Ap3m2","ENSMUSG00000031539"
"Obox regulated",1,"Ap3s2","ENSMUSG00000063801"
"NRs regulated|Obox regulated",2,"Ap4b1","ENSMUSG00000032952"
"NRs regulated|Obox regulated",2,"Ap4e1","ENSMUSG00000001998"
"NRs regulated",1,"Ap4m1","ENSMUSG00000019518"
"NRs regulated|Obox regulated|ZGA genes",3,"Ap4s1","ENSMUSG00000020955"
"NRs regulated",1,"Ap5m1","ENSMUSG00000036291"
"NRs regulated|Obox regulated",2,"Apaf1","ENSMUSG00000019979"
"NRs regulated",1,"Apbb3","ENSMUSG00000117679"
"NRs regulated|Obox regulated",2,"Apc2","ENSMUSG00000020135"
"NRs regulated",1,"Apcdd1","ENSMUSG00000071847"
"NRs regulated",1,"Apex1","ENSMUSG00000035960"
"NRs regulated",1,"Apex2","ENSMUSG00000025269"
"NRs regulated",1,"Api5","ENSMUSG00000027193"
"NRs regulated",1,"Aplf","ENSMUSG00000030051"
"NRs regulated",1,"Aplp2","ENSMUSG00000031996"
"NRs regulated",1,"Apmap","ENSMUSG00000033096"
"Obox regulated",1,"Apoa5","ENSMUSG00000032079"
"NRs regulated",1,"Apobec1","ENSMUSG00000040613"
"NRs regulated|Obox regulated",2,"Apobec3","ENSMUSG00000009585"
"Obox regulated",1,"Apoc1","ENSMUSG00000040564"
"Obox regulated",1,"Apoc2","ENSMUSG00000002992"
"NRs regulated",1,"Apof","ENSMUSG00000047631"
"NRs regulated|Obox regulated",2,"Apol7b","ENSMUSG00000068252"
"NRs regulated",1,"Apol7e","ENSMUSG00000071716"
"NRs regulated|Obox regulated",2,"Apom","ENSMUSG00000024391"
"Dux regulated|NRs regulated|Obox regulated",3,"Apon","ENSMUSG00000051716"
"NRs regulated",1,"Appbp2","ENSMUSG00000018481"
"NRs regulated|Obox regulated|ZGA genes",3,"Aprt","ENSMUSG00000006589"
"NRs regulated",1,"Aptx","ENSMUSG00000028411"
"NRs regulated|Obox regulated",2,"Aqp11","ENSMUSG00000042797"
"NRs regulated",1,"Aqp9","ENSMUSG00000032204"
"NRs regulated",1,"Aqr","ENSMUSG00000040383"
"NRs regulated|Obox regulated",2,"Araf","ENSMUSG00000001127"
"NRs regulated",1,"Arcn1","ENSMUSG00000032096"
"NRs regulated",1,"Arf2","ENSMUSG00000062421"
"NRs regulated|ZGA genes",2,"Arf4","ENSMUSG00000021877"
"NRs regulated",1,"Arfgap1","ENSMUSG00000027575"
"NRs regulated",1,"Arfgap2","ENSMUSG00000027255"
"NRs regulated|ZGA genes",2,"Arfrp1","ENSMUSG00000038671"
"NRs regulated|Obox regulated",2,"Arg1","ENSMUSG00000019987"
"Dux regulated|NRs regulated",2,"Arg2","ENSMUSG00000021125"
"NRs regulated|ZGA genes",2,"Arglu1","ENSMUSG00000040459"
"NRs regulated",1,"Arhgap1","ENSMUSG00000027247"
"NRs regulated",1,"Arhgap11a","ENSMUSG00000041219"
"NRs regulated",1,"Arhgap19","ENSMUSG00000025154"
"NRs regulated",1,"Arhgap29","ENSMUSG00000039831"
"NRs regulated",1,"Arhgap35","ENSMUSG00000058230"
"NRs regulated",1,"Arhgap4","ENSMUSG00000031389"
"NRs regulated",1,"Arhgap5","ENSMUSG00000035133"
"Obox regulated",1,"Arhgap8","ENSMUSG00000078954"
"Obox regulated",1,"Arhgdig","ENSMUSG00000073433"
"NRs regulated|Obox regulated",2,"Arhgef19","ENSMUSG00000028919"
"Obox regulated",1,"Arhgef2","ENSMUSG00000028059"
"NRs regulated",1,"Arhgef3","ENSMUSG00000021895"
"NRs regulated",1,"Arid3a","ENSMUSG00000019564"
"NRs regulated",1,"Arid4a","ENSMUSG00000048118"
"NRs regulated|ZGA genes",2,"Arid4b","ENSMUSG00000039219"
"Dux regulated|NRs regulated",2,"Arid5a","ENSMUSG00000037447"
"Dux regulated",1,"Arid5b","ENSMUSG00000019947"
"NRs regulated|Obox regulated|ZGA genes",3,"Arih2","ENSMUSG00000064145"
"NRs regulated",1,"Arl14ep","ENSMUSG00000027122"
"NRs regulated",1,"Arl15","ENSMUSG00000042348"
"NRs regulated",1,"Arl16","ENSMUSG00000057594"
"ZGA genes",1,"Arl3","ENSMUSG00000025035"
"NRs regulated",1,"Arl5b","ENSMUSG00000017418"
"NRs regulated",1,"Arl6ip4","ENSMUSG00000029404"
"NRs regulated",1,"Arl6ip6","ENSMUSG00000026960"
"NRs regulated",1,"Arl8b","ENSMUSG00000030105"
"NRs regulated",1,"Arl9","ENSMUSG00000063820"
"NRs regulated",1,"Armc12","ENSMUSG00000024223"
"NRs regulated",1,"Armc6","ENSMUSG00000002343"
"NRs regulated|Obox regulated",2,"Armc7","ENSMUSG00000057219"
"NRs regulated|Obox regulated",2,"Armc9","ENSMUSG00000062590"
"NRs regulated",1,"Armh1","ENSMUSG00000060268"
"NRs regulated",1,"Armh2","ENSMUSG00000085861"
"NRs regulated",1,"Armh3","ENSMUSG00000039901"
"NRs regulated|Obox regulated|ZGA genes",3,"Arpc1a","ENSMUSG00000029621"
"NRs regulated",1,"Arpc2","ENSMUSG00000006304"
"NRs regulated",1,"Arpc3","ENSMUSG00000029465"
"NRs regulated",1,"Arpc5","ENSMUSG00000008475"
"NRs regulated",1,"Arpin","ENSMUSG00000039043"
"NRs regulated|Obox regulated",2,"Arrb1","ENSMUSG00000018909"
"Dux regulated|NRs regulated|Obox regulated",3,"Arrdc1","ENSMUSG00000026972"
"Dux regulated|NRs regulated",2,"Arrdc2","ENSMUSG00000002910"
"NRs regulated",1,"Arrdc3","ENSMUSG00000074794"
